code,fabricante_oficial,certificacion_calidad
770001703274,AgroProcesados,Sin Certificación
770001703275,Bebidas del Valle,Sin Certificación
770001703276,NutriAlimentos Corp,HACCP
770001703277,AgroProcesados,ISO-9001
770001703278,NutriAlimentos Corp,ISO-22000
770001703279,Bebidas del Valle,HACCP
770001703280,Bebidas del Valle,Sin Certificación
770001703281,AgroProcesados,HACCP
770001703282,AgroProcesados,HACCP
770001703283,Industrias BioFood,Sin Certificación
770001703284,NutriAlimentos Corp,ISO-22000
770001703285,Global Foods,ISO-14001
770001703286,Global Foods,ISO-9001
770001703287,Industrias BioFood,ISO-14001
770001703288,Bebidas del Valle,HACCP
770001703289,Industrias BioFood,Sin Certificación
770001703290,NutriAlimentos Corp,HACCP
770001703291,NutriAlimentos Corp,HACCP
770001703292,Industrias BioFood,HACCP
770001703293,AgroProcesados,ISO-9001
770001703294,Industrias BioFood,HACCP
770001703295,Global Foods,HACCP
770001703296,NutriAlimentos Corp,ISO-22000
770001703297,AgroProcesados,ISO-14001
770001803298,Bebidas del Valle,ISO-14001
770001803299,Industrias BioFood,Sin Certificación
770001803300,AgroProcesados,ISO-14001
770001803301,AgroProcesados,Sin Certificación
770001803302,NutriAlimentos Corp,ISO-22000
770001803303,Industrias BioFood,HACCP
770001803304,Industrias BioFood,ISO-22000
770001803305,AgroProcesados,ISO-9001
770001803306,AgroProcesados,HACCP
770001803307,Industrias BioFood,ISO-22000
770001803308,AgroProcesados,Sin Certificación
770001803309,NutriAlimentos Corp,HACCP
770001803310,AgroProcesados,ISO-22000
770001803311,NutriAlimentos Corp,HACCP
770001803312,Industrias BioFood,ISO-22000
770001803313,Global Foods,ISO-14001
770001803314,NutriAlimentos Corp,ISO-9001
770001803315,Global Foods,ISO-22000
770001803316,Bebidas del Valle,HACCP
770001803317,Global Foods,ISO-14001
770001803318,Global Foods,ISO-22000
770001803319,Global Foods,ISO-22000
770001803320,Bebidas del Valle,HACCP
770001803321,Global Foods,ISO-9001
770001803322,AgroProcesados,Sin Certificación
770001803323,NutriAlimentos Corp,ISO-22000
770001803324,NutriAlimentos Corp,ISO-14001
770001803325,Bebidas del Valle,ISO-22000
770001803326,Bebidas del Valle,HACCP
770001803327,AgroProcesados,ISO-9001
770001803328,Global Foods,Sin Certificación
770001803329,Industrias BioFood,ISO-22000
770001803330,Global Foods,ISO-14001
770001803331,NutriAlimentos Corp,HACCP
770001803332,Global Foods,ISO-14001
770001803333,NutriAlimentos Corp,Sin Certificación
770001803334,NutriAlimentos Corp,ISO-14001
770001803335,Bebidas del Valle,HACCP
770001803336,NutriAlimentos Corp,Sin Certificación
770001803337,Global Foods,ISO-22000
770001803338,AgroProcesados,Sin Certificación
770001803339,NutriAlimentos Corp,Sin Certificación
770001803340,Bebidas del Valle,ISO-14001
770001803341,AgroProcesados,ISO-14001
770001803342,AgroProcesados,HACCP
770001803343,NutriAlimentos Corp,Sin Certificación
770001803344,Bebidas del Valle,ISO-14001
770001803345,NutriAlimentos Corp,ISO-22000
770001803346,Industrias BioFood,ISO-22000
770001803347,Global Foods,ISO-14001
770001803348,Global Foods,Sin Certificación
770001803349,Global Foods,HACCP
770001803350,Global Foods,HACCP
770001803351,Global Foods,Sin Certificación
770001803352,NutriAlimentos Corp,HACCP
770001803353,NutriAlimentos Corp,ISO-14001
770001803354,Bebidas del Valle,ISO-22000
770001803355,Global Foods,ISO-14001
770001803356,AgroProcesados,ISO-14001
770001803357,Global Foods,ISO-9001
770001803358,Bebidas del Valle,ISO-9001
770001803359,Bebidas del Valle,ISO-14001
770001803360,Industrias BioFood,ISO-22000
770001803361,Industrias BioFood,ISO-14001
770001803362,AgroProcesados,ISO-9001
770001803363,AgroProcesados,ISO-9001
770001803364,Industrias BioFood,Sin Certificación
770001803365,NutriAlimentos Corp,Sin Certificación
770001803366,Bebidas del Valle,Sin Certificación
770001803367,NutriAlimentos Corp,ISO-9001
770001803368,Industrias BioFood,ISO-22000
770001803369,AgroProcesados,ISO-9001
770001803370,NutriAlimentos Corp,ISO-9001
770001803371,NutriAlimentos Corp,ISO-9001
770001803372,Bebidas del Valle,ISO-9001
770001803373,Global Foods,ISO-22000
770001803374,Industrias BioFood,Sin Certificación
770001803375,Global Foods,ISO-22000
770001803376,AgroProcesados,ISO-9001
770001803377,Bebidas del Valle,ISO-14001
770001803378,NutriAlimentos Corp,ISO-9001
770001803379,NutriAlimentos Corp,HACCP
770001803380,AgroProcesados,ISO-9001
770001803381,Bebidas del Valle,ISO-22000
770001803382,Industrias BioFood,HACCP
770001803383,Global Foods,HACCP
770001803384,Bebidas del Valle,HACCP
770001803385,Global Foods,ISO-9001
770001803386,Bebidas del Valle,ISO-22000
770001803387,AgroProcesados,HACCP
770001803388,NutriAlimentos Corp,ISO-22000
770001803389,NutriAlimentos Corp,ISO-14001
770001803390,Bebidas del Valle,ISO-14001
770001803391,Industrias BioFood,HACCP
770001803392,Industrias BioFood,Sin Certificación
770001803393,NutriAlimentos Corp,Sin Certificación
770001803394,Bebidas del Valle,ISO-14001
770001803395,Bebidas del Valle,ISO-9001
770001803396,Global Foods,Sin Certificación
770001803397,Bebidas del Valle,ISO-14001
770001803398,AgroProcesados,ISO-9001
770001803399,Global Foods,ISO-22000
770001803400,AgroProcesados,Sin Certificación
770001803401,AgroProcesados,ISO-22000
770001803402,NutriAlimentos Corp,ISO-14001
770001803403,Global Foods,Sin Certificación
770001803404,NutriAlimentos Corp,ISO-9001
770001803405,NutriAlimentos Corp,ISO-14001
770001803406,Industrias BioFood,ISO-9001
770001803407,Global Foods,ISO-14001
770001803408,Industrias BioFood,ISO-9001
770001803409,Bebidas del Valle,ISO-14001
770001803410,NutriAlimentos Corp,HACCP
770001803411,AgroProcesados,Sin Certificación
770001803412,Industrias BioFood,Sin Certificación
770001803413,NutriAlimentos Corp,HACCP
770001803414,NutriAlimentos Corp,Sin Certificación
770001803415,Industrias BioFood,ISO-22000
770001803416,Global Foods,ISO-9001
770001803417,Global Foods,HACCP
770001803418,Global Foods,ISO-22000
770001803419,AgroProcesados,ISO-9001
770001803420,AgroProcesados,Sin Certificación
770001803421,Industrias BioFood,ISO-14001
770001803422,Industrias BioFood,Sin Certificación
770001803423,Global Foods,ISO-9001
770001803424,Industrias BioFood,ISO-22000
770001803425,Industrias BioFood,ISO-9001
770001803426,Industrias BioFood,ISO-22000
770001803427,AgroProcesados,ISO-14001
770001803428,AgroProcesados,ISO-9001
770001803429,Global Foods,HACCP
770001803430,AgroProcesados,ISO-22000
770001803431,Industrias BioFood,ISO-14001
770001803432,NutriAlimentos Corp,ISO-22000
770001803433,Industrias BioFood,HACCP
770001803434,Global Foods,ISO-9001
770001803435,Industrias BioFood,ISO-14001
770001803436,NutriAlimentos Corp,ISO-9001
770001803437,AgroProcesados,ISO-9001
770001803438,NutriAlimentos Corp,ISO-22000
770001803439,NutriAlimentos Corp,ISO-14001
770001803440,Industrias BioFood,ISO-9001
770001803441,Global Foods,ISO-22000
770001803442,Industrias BioFood,ISO-9001
770001803443,Global Foods,HACCP
770001803444,NutriAlimentos Corp,ISO-9001
770001803445,Industrias BioFood,ISO-14001
770001803446,Bebidas del Valle,HACCP
770001803447,Global Foods,Sin Certificación
770001803448,Global Foods,HACCP
770001803449,Industrias BioFood,Sin Certificación
770001803450,Bebidas del Valle,ISO-22000
770001803451,Bebidas del Valle,ISO-22000
770001803452,Global Foods,ISO-9001
770001803453,Global Foods,ISO-14001
770001803454,AgroProcesados,ISO-14001
770001803455,AgroProcesados,HACCP
770001803456,AgroProcesados,ISO-22000
770001803457,Industrias BioFood,ISO-9001
770001803458,Bebidas del Valle,ISO-9001
770001803459,NutriAlimentos Corp,Sin Certificación
770001803460,Industrias BioFood,ISO-22000
770001803461,Bebidas del Valle,ISO-14001
770001803462,AgroProcesados,Sin Certificación
770001803463,Bebidas del Valle,HACCP
770001803464,Global Foods,Sin Certificación
770001803465,Global Foods,ISO-22000
770001803466,Industrias BioFood,ISO-22000
770001803467,AgroProcesados,ISO-9001
770001803468,Global Foods,ISO-9001
770001803469,Bebidas del Valle,Sin Certificación
770001803470,AgroProcesados,ISO-14001
770001803471,Bebidas del Valle,ISO-9001
770001803472,NutriAlimentos Corp,ISO-9001
770001803473,AgroProcesados,ISO-9001
770001803474,Bebidas del Valle,ISO-9001
770001803475,Industrias BioFood,ISO-22000
770001803476,Bebidas del Valle,ISO-9001
770001803477,AgroProcesados,ISO-14001
770001803478,AgroProcesados,ISO-22000
770001803479,AgroProcesados,HACCP
770001803480,Global Foods,ISO-14001
770001803481,Bebidas del Valle,ISO-22000
770001803482,AgroProcesados,ISO-9001
770001803483,AgroProcesados,ISO-14001
770001803484,Industrias BioFood,ISO-14001
770001803485,AgroProcesados,ISO-22000
770001803486,NutriAlimentos Corp,Sin Certificación
770001803487,Global Foods,ISO-22000
770001803488,Industrias BioFood,ISO-22000
770001803489,Bebidas del Valle,ISO-14001
770001803490,NutriAlimentos Corp,ISO-22000
770001803491,Bebidas del Valle,HACCP
770001903492,NutriAlimentos Corp,ISO-14001
770001903493,Global Foods,ISO-14001
770001903494,Bebidas del Valle,Sin Certificación
770001903495,Bebidas del Valle,Sin Certificación
770001903496,AgroProcesados,HACCP
770001903497,NutriAlimentos Corp,HACCP
770001903498,AgroProcesados,Sin Certificación
770001903499,NutriAlimentos Corp,ISO-9001
770001903500,AgroProcesados,ISO-22000
770001903501,Industrias BioFood,ISO-14001
770001903502,Global Foods,ISO-22000
770001903503,NutriAlimentos Corp,ISO-9001
770001903504,NutriAlimentos Corp,ISO-22000
770001903505,Bebidas del Valle,Sin Certificación
770001903506,NutriAlimentos Corp,ISO-9001
770001903507,AgroProcesados,ISO-9001
770001903508,Global Foods,Sin Certificación
770001903509,Bebidas del Valle,Sin Certificación
770001903510,Industrias BioFood,ISO-9001
770001903511,Global Foods,Sin Certificación
770001903512,Industrias BioFood,HACCP
770001903513,AgroProcesados,ISO-9001
770001903514,NutriAlimentos Corp,ISO-9001
770001903515,Global Foods,ISO-9001
770001903516,NutriAlimentos Corp,ISO-14001
770001903517,AgroProcesados,ISO-9001
770001903518,NutriAlimentos Corp,HACCP
770001903519,Bebidas del Valle,HACCP
770001903520,Industrias BioFood,ISO-14001
770001903521,Bebidas del Valle,ISO-9001
770001903522,AgroProcesados,ISO-9001
770001903523,AgroProcesados,ISO-14001
770001903524,NutriAlimentos Corp,HACCP
770001903525,AgroProcesados,HACCP
770001903526,AgroProcesados,HACCP
770001903527,NutriAlimentos Corp,ISO-9001
770001903528,AgroProcesados,ISO-9001
770001903529,Bebidas del Valle,ISO-14001
770001903530,AgroProcesados,ISO-14001
770001903531,Bebidas del Valle,Sin Certificación
770001903532,NutriAlimentos Corp,HACCP
770001903533,AgroProcesados,ISO-9001
770001903534,Industrias BioFood,ISO-14001
770001903535,Global Foods,Sin Certificación
770001903536,Global Foods,ISO-14001
770001903537,Bebidas del Valle,ISO-22000
770001903538,Global Foods,ISO-9001
770001903539,Industrias BioFood,HACCP
770001903540,NutriAlimentos Corp,ISO-22000
770001903541,Bebidas del Valle,ISO-14001
770001903542,NutriAlimentos Corp,HACCP
770001903543,AgroProcesados,ISO-22000
770001903544,Industrias BioFood,ISO-22000
770001903545,Industrias BioFood,Sin Certificación
770001903546,Industrias BioFood,Sin Certificación
770001903547,Global Foods,ISO-14001
770001903548,Bebidas del Valle,ISO-9001
770001903549,Industrias BioFood,HACCP
770001903550,Industrias BioFood,ISO-14001
770001903551,NutriAlimentos Corp,ISO-22000
770001903552,Industrias BioFood,Sin Certificación
770001903553,Global Foods,ISO-14001
770001903554,NutriAlimentos Corp,ISO-14001
770001903555,Global Foods,ISO-14001
770001903556,Global Foods,ISO-9001
770001903557,NutriAlimentos Corp,ISO-22000
770001903558,Bebidas del Valle,ISO-22000
770001903559,NutriAlimentos Corp,ISO-22000
770001903560,Industrias BioFood,ISO-9001
770001903561,AgroProcesados,Sin Certificación
770001903562,Global Foods,ISO-14001
770001903563,Global Foods,Sin Certificación
770001903564,NutriAlimentos Corp,ISO-14001
770001903565,Bebidas del Valle,ISO-9001
770001903566,Bebidas del Valle,HACCP
770001903567,Industrias BioFood,ISO-14001
770001903568,Global Foods,ISO-9001
770001903569,Industrias BioFood,Sin Certificación
770001903570,Bebidas del Valle,HACCP
770001903571,Global Foods,ISO-9001
770001903572,Global Foods,ISO-9001
770001903573,Bebidas del Valle,Sin Certificación
770001903574,NutriAlimentos Corp,Sin Certificación
770001903575,Global Foods,ISO-14001
770001903576,AgroProcesados,ISO-22000
770001903577,Global Foods,ISO-22000
770001903578,Bebidas del Valle,HACCP
770001903579,Bebidas del Valle,HACCP
770001903580,Global Foods,Sin Certificación
770001903581,NutriAlimentos Corp,HACCP
770001903582,Industrias BioFood,ISO-9001
770001903583,Industrias BioFood,ISO-9001
770001903584,NutriAlimentos Corp,Sin Certificación
770001903585,Industrias BioFood,HACCP
770001903586,Industrias BioFood,Sin Certificación
770001903587,Global Foods,HACCP
770001903588,NutriAlimentos Corp,Sin Certificación
770001903589,Industrias BioFood,ISO-9001
770001903590,Global Foods,Sin Certificación
770001903591,Global Foods,ISO-14001
770001903592,Global Foods,ISO-14001
770001903593,Bebidas del Valle,ISO-22000
770001903594,AgroProcesados,ISO-9001
770001903595,NutriAlimentos Corp,ISO-14001
770001903596,NutriAlimentos Corp,Sin Certificación
770001903597,Industrias BioFood,HACCP
770001903598,Bebidas del Valle,HACCP
770001903599,AgroProcesados,ISO-9001
770001903600,AgroProcesados,HACCP
770001903601,NutriAlimentos Corp,HACCP
770001903602,NutriAlimentos Corp,HACCP
770001903603,Industrias BioFood,ISO-14001
770001903604,Bebidas del Valle,ISO-9001
770001903605,Industrias BioFood,ISO-22000
770001903606,Industrias BioFood,Sin Certificación
770001903607,Global Foods,Sin Certificación
770001903608,Bebidas del Valle,ISO-9001
770001903609,NutriAlimentos Corp,HACCP
770001903610,Global Foods,Sin Certificación
770001903611,AgroProcesados,ISO-22000
770001903612,AgroProcesados,ISO-22000
770001903613,Global Foods,ISO-9001
770001903614,Bebidas del Valle,Sin Certificación
770001903615,AgroProcesados,Sin Certificación
770001903616,Bebidas del Valle,ISO-22000
770001903617,NutriAlimentos Corp,ISO-9001
770001903618,NutriAlimentos Corp,HACCP
770001903619,Bebidas del Valle,Sin Certificación
770001903620,AgroProcesados,Sin Certificación
770001903621,AgroProcesados,Sin Certificación
770001903622,AgroProcesados,HACCP
770001903623,AgroProcesados,ISO-9001
770001903624,NutriAlimentos Corp,HACCP
770001903625,Industrias BioFood,ISO-14001
770001903626,AgroProcesados,HACCP
770001903627,Bebidas del Valle,HACCP
770001903628,Bebidas del Valle,ISO-22000
770001903629,Bebidas del Valle,ISO-22000
770001903630,Global Foods,ISO-14001
770001903631,NutriAlimentos Corp,ISO-22000
770001903632,NutriAlimentos Corp,Sin Certificación
770001903633,Bebidas del Valle,ISO-14001
770001903634,Bebidas del Valle,ISO-9001
770001903635,NutriAlimentos Corp,HACCP
770001903636,Bebidas del Valle,HACCP
770001903637,Bebidas del Valle,ISO-9001
770001903638,Global Foods,ISO-9001
770001903639,Industrias BioFood,ISO-22000
770001903640,Industrias BioFood,ISO-22000
770001903641,Global Foods,Sin Certificación
770001903642,Global Foods,HACCP
770001903643,AgroProcesados,ISO-9001
770001903644,Industrias BioFood,HACCP
770001903645,Bebidas del Valle,Sin Certificación
770001903646,Industrias BioFood,ISO-22000
770001903647,NutriAlimentos Corp,ISO-14001
770001903648,NutriAlimentos Corp,ISO-14001
770001903649,Bebidas del Valle,ISO-14001
770001903650,Industrias BioFood,Sin Certificación
770001903651,Bebidas del Valle,ISO-9001
770001903652,Global Foods,ISO-9001
770001903653,AgroProcesados,Sin Certificación
770001903654,AgroProcesados,ISO-22000
770001903655,Bebidas del Valle,ISO-14001
770001903656,AgroProcesados,ISO-22000
770001903657,Global Foods,Sin Certificación
770001903658,Bebidas del Valle,ISO-22000
770001903659,AgroProcesados,Sin Certificación
770001903660,Industrias BioFood,ISO-22000
770001903661,AgroProcesados,ISO-14001
770001903662,Bebidas del Valle,ISO-22000
770001903663,NutriAlimentos Corp,ISO-14001
770001903664,AgroProcesados,Sin Certificación
770001903665,Bebidas del Valle,Sin Certificación
770001903666,Global Foods,ISO-14001
770001903667,Industrias BioFood,ISO-9001
770001903668,NutriAlimentos Corp,ISO-22000
770001903669,Bebidas del Valle,ISO-9001
770001903670,NutriAlimentos Corp,ISO-14001
770001903671,Industrias BioFood,ISO-22000
770001903672,Global Foods,Sin Certificación
770001903673,AgroProcesados,ISO-9001
770001903674,Bebidas del Valle,HACCP
770001903675,AgroProcesados,HACCP
770001903676,Industrias BioFood,ISO-9001
770001903677,NutriAlimentos Corp,HACCP
770001903678,Global Foods,ISO-14001
770001903679,Bebidas del Valle,ISO-22000
770001903680,Industrias BioFood,HACCP
770001903681,Bebidas del Valle,ISO-9001
770001903682,Global Foods,ISO-14001
770001903683,NutriAlimentos Corp,HACCP
770001903684,Industrias BioFood,ISO-14001
770001903685,Global Foods,ISO-22000
770002003686,NutriAlimentos Corp,ISO-22000
770002003687,Industrias BioFood,Sin Certificación
770002003688,Industrias BioFood,HACCP
770002003689,AgroProcesados,ISO-22000
770002003690,Global Foods,HACCP
770002003691,Global Foods,ISO-22000
770002003692,Global Foods,ISO-14001
770002003693,Global Foods,ISO-9001
770002003694,NutriAlimentos Corp,ISO-9001
770002003695,Industrias BioFood,ISO-9001
770002003696,Bebidas del Valle,HACCP
770002003697,Bebidas del Valle,ISO-22000
770002003698,Bebidas del Valle,HACCP
770002003699,Industrias BioFood,HACCP
770002003700,AgroProcesados,ISO-14001
770002003701,AgroProcesados,ISO-14001
770002003702,Global Foods,Sin Certificación
770002003703,Global Foods,ISO-14001
770002003704,Industrias BioFood,ISO-22000
770002003705,AgroProcesados,ISO-14001
